cup,cvprdbresults/screen47water8phone18@1952,amy,more,0
cup,cvprdbresults/screen47water8phone18@1952,amy,less,100
cup,cvprdbresults/screen47water8phone18@1952,amy,same,0
cup,cvprdbresults/screen47water8phone18@2141,amy,more,0
cup,cvprdbresults/screen47water8phone18@2141,amy,less,0
cup,cvprdbresults/screen47water8phone18@2141,amy,same,100
cup,cvprdbresults/screen47water8phone18@2210,amy,more,0
cup,cvprdbresults/screen47water8phone18@2210,amy,less,0
cup,cvprdbresults/screen47water8phone18@2210,amy,same,100
cup,cvprdbresults/screen47water8phone18@2461,amy,more,0
cup,cvprdbresults/screen47water8phone18@2461,amy,less,0
cup,cvprdbresults/screen47water8phone18@2461,amy,same,100
cup,cvprdbresults/screen47water8phone18@1952,Arash,more,0
cup,cvprdbresults/screen47water8phone18@1952,Arash,less,100
cup,cvprdbresults/screen47water8phone18@1952,Arash,same,0
cup,cvprdbresults/screen47water8phone18@2141,Arash,more,0
cup,cvprdbresults/screen47water8phone18@2141,Arash,less,0
cup,cvprdbresults/screen47water8phone18@2141,Arash,same,100
cup,cvprdbresults/screen47water8phone18@2210,Arash,more,0
cup,cvprdbresults/screen47water8phone18@2210,Arash,less,0
cup,cvprdbresults/screen47water8phone18@2210,Arash,same,100
cup,cvprdbresults/screen47water8phone18@2461,Arash,more,0
cup,cvprdbresults/screen47water8phone18@2461,Arash,less,0
cup,cvprdbresults/screen47water8phone18@2461,Arash,same,100
cup,cvprdbresults/screen47water8phone18@1952,encatada,more,0
cup,cvprdbresults/screen47water8phone18@1952,encatada,less,100
cup,cvprdbresults/screen47water8phone18@1952,encatada,same,0
cup,cvprdbresults/screen47water8phone18@2141,encatada,more,0
cup,cvprdbresults/screen47water8phone18@2141,encatada,less,0
cup,cvprdbresults/screen47water8phone18@2141,encatada,same,100
cup,cvprdbresults/screen47water8phone18@2210,encatada,more,0
cup,cvprdbresults/screen47water8phone18@2210,encatada,less,0
cup,cvprdbresults/screen47water8phone18@2210,encatada,same,100
cup,cvprdbresults/screen47water8phone18@2461,encatada,more,0
cup,cvprdbresults/screen47water8phone18@2461,encatada,less,0
cup,cvprdbresults/screen47water8phone18@2461,encatada,same,100
cup,cvprdbresults/screen47water8phone18@1952,Dennis Morrow,more,0
cup,cvprdbresults/screen47water8phone18@1952,Dennis Morrow,less,100
cup,cvprdbresults/screen47water8phone18@1952,Dennis Morrow,same,0
cup,cvprdbresults/screen47water8phone18@2141,Dennis Morrow,more,0
cup,cvprdbresults/screen47water8phone18@2141,Dennis Morrow,less,0
cup,cvprdbresults/screen47water8phone18@2141,Dennis Morrow,same,100
cup,cvprdbresults/screen47water8phone18@2210,Dennis Morrow,more,0
cup,cvprdbresults/screen47water8phone18@2210,Dennis Morrow,less,0
cup,cvprdbresults/screen47water8phone18@2210,Dennis Morrow,same,100
cup,cvprdbresults/screen47water8phone18@2461,Dennis Morrow,more,0
cup,cvprdbresults/screen47water8phone18@2461,Dennis Morrow,less,0
cup,cvprdbresults/screen47water8phone18@2461,Dennis Morrow,same,100
cup,cvprdbresults/screen47water8phone18@1952,FengXu,more,0
cup,cvprdbresults/screen47water8phone18@1952,FengXu,less,100
cup,cvprdbresults/screen47water8phone18@1952,FengXu,same,0
cup,cvprdbresults/screen47water8phone18@2141,FengXu,more,0
cup,cvprdbresults/screen47water8phone18@2141,FengXu,less,0
cup,cvprdbresults/screen47water8phone18@2141,FengXu,same,100
cup,cvprdbresults/screen47water8phone18@2210,FengXu,more,0
cup,cvprdbresults/screen47water8phone18@2210,FengXu,less,0
cup,cvprdbresults/screen47water8phone18@2210,FengXu,same,100
cup,cvprdbresults/screen47water8phone18@2461,FengXu,more,0
cup,cvprdbresults/screen47water8phone18@2461,FengXu,less,0
cup,cvprdbresults/screen47water8phone18@2461,FengXu,same,100
cup,cvprdbresults/screen47water8phone18@1952,Barbara Morrow,more,0
cup,cvprdbresults/screen47water8phone18@1952,Barbara Morrow,less,100
cup,cvprdbresults/screen47water8phone18@1952,Barbara Morrow,same,0
cup,cvprdbresults/screen47water8phone18@2141,Barbara Morrow,more,0
cup,cvprdbresults/screen47water8phone18@2141,Barbara Morrow,less,0
cup,cvprdbresults/screen47water8phone18@2141,Barbara Morrow,same,100
cup,cvprdbresults/screen47water8phone18@2210,Barbara Morrow,more,0
cup,cvprdbresults/screen47water8phone18@2210,Barbara Morrow,less,0
cup,cvprdbresults/screen47water8phone18@2210,Barbara Morrow,same,100
cup,cvprdbresults/screen47water8phone18@2461,Barbara Morrow,more,0
cup,cvprdbresults/screen47water8phone18@2461,Barbara Morrow,less,0
cup,cvprdbresults/screen47water8phone18@2461,Barbara Morrow,same,100
cup,cvprdbresults/water1@455,Stephanie Zhu,more,0
cup,cvprdbresults/water1@455,Stephanie Zhu,less,100
cup,cvprdbresults/water1@455,Stephanie Zhu,same,0
cup,cvprdbresults/water1@455,Dan Xie,more,0
cup,cvprdbresults/water1@455,Dan Xie,less,100
cup,cvprdbresults/water1@455,Dan Xie,same,0
cup,cvprdbresults/water1@455,Dennis Morrow,more,0
cup,cvprdbresults/water1@455,Dennis Morrow,less,95
cup,cvprdbresults/water1@455,Dennis Morrow,same,5
cup,cvprdbresults/water1@455,maria pavlovskaia,more,0
cup,cvprdbresults/water1@455,maria pavlovskaia,less,100
cup,cvprdbresults/water1@455,maria pavlovskaia,same,0
cup,cvprdbresults/water1@455,FengXu,more,0
cup,cvprdbresults/water1@455,FengXu,less,100
cup,cvprdbresults/water1@455,FengXu,same,0
cup,cvprdbresults/water1@455,Barbara Morrow,more,0
cup,cvprdbresults/water1@455,Barbara Morrow,less,100
cup,cvprdbresults/water1@455,Barbara Morrow,same,0
cup,cvprdbresults/water10screen52@655,amy,more,0
cup,cvprdbresults/water10screen52@655,amy,less,100
cup,cvprdbresults/water10screen52@655,amy,same,0
cup,cvprdbresults/water10screen52@655,Dennis Morrow,more,0
cup,cvprdbresults/water10screen52@655,Dennis Morrow,less,99
cup,cvprdbresults/water10screen52@655,Dennis Morrow,same,1
cup,cvprdbresults/water10screen52@655,Kewei Tu,more,0
cup,cvprdbresults/water10screen52@655,Kewei Tu,less,100
cup,cvprdbresults/water10screen52@655,Kewei Tu,same,0
cup,cvprdbresults/water10screen52@655,Jiang Wang,more,0
cup,cvprdbresults/water10screen52@655,Jiang Wang,less,100
cup,cvprdbresults/water10screen52@655,Jiang Wang,same,0
cup,cvprdbresults/water10screen52@655,MengMeng,more,0
cup,cvprdbresults/water10screen52@655,MengMeng,less,100
cup,cvprdbresults/water10screen52@655,MengMeng,same,0
cup,cvprdbresults/water10screen52@655,Barbara Morrow,more,0
cup,cvprdbresults/water10screen52@655,Barbara Morrow,less,100
cup,cvprdbresults/water10screen52@655,Barbara Morrow,same,0
cup,cvprdbresults/water11screen54@1354,Stephanie Zhu,more,0
cup,cvprdbresults/water11screen54@1354,Stephanie Zhu,less,100
cup,cvprdbresults/water11screen54@1354,Stephanie Zhu,same,0
cup,cvprdbresults/water11screen54@1354,maria pavlovskaia,more,0
cup,cvprdbresults/water11screen54@1354,maria pavlovskaia,less,100
cup,cvprdbresults/water11screen54@1354,maria pavlovskaia,same,0
cup,cvprdbresults/water11screen54@1354,Dennis Morrow,more,0
cup,cvprdbresults/water11screen54@1354,Dennis Morrow,less,100
cup,cvprdbresults/water11screen54@1354,Dennis Morrow,same,0
cup,cvprdbresults/water11screen54@1354,MengMeng,more,0
cup,cvprdbresults/water11screen54@1354,MengMeng,less,100
cup,cvprdbresults/water11screen54@1354,MengMeng,same,0
cup,cvprdbresults/water11screen54@1354,FengXu,more,0
cup,cvprdbresults/water11screen54@1354,FengXu,less,100
cup,cvprdbresults/water11screen54@1354,FengXu,same,0
cup,cvprdbresults/water11screen54@1354,Barbara Morrow,more,0
cup,cvprdbresults/water11screen54@1354,Barbara Morrow,less,100
cup,cvprdbresults/water11screen54@1354,Barbara Morrow,same,0
cup,cvprdbresults/water12phone21screen59@621,encatada,more,0
cup,cvprdbresults/water12phone21screen59@621,encatada,less,100
cup,cvprdbresults/water12phone21screen59@621,encatada,same,0
cup,cvprdbresults/water12phone21screen59@767,encatada,more,0
cup,cvprdbresults/water12phone21screen59@767,encatada,less,0
cup,cvprdbresults/water12phone21screen59@767,encatada,same,100
cup,cvprdbresults/water12phone21screen59@834,encatada,more,0
cup,cvprdbresults/water12phone21screen59@834,encatada,less,0
cup,cvprdbresults/water12phone21screen59@834,encatada,same,100
cup,cvprdbresults/water12phone21screen59@971,encatada,more,0
cup,cvprdbresults/water12phone21screen59@971,encatada,less,100
cup,cvprdbresults/water12phone21screen59@971,encatada,same,0
cup,cvprdbresults/water12phone21screen59@1108,encatada,more,0
cup,cvprdbresults/water12phone21screen59@1108,encatada,less,0
cup,cvprdbresults/water12phone21screen59@1108,encatada,same,100
cup,cvprdbresults/water12phone21screen59@621,amy,more,0
cup,cvprdbresults/water12phone21screen59@621,amy,less,100
cup,cvprdbresults/water12phone21screen59@621,amy,same,0
cup,cvprdbresults/water12phone21screen59@767,amy,more,0
cup,cvprdbresults/water12phone21screen59@767,amy,less,0
cup,cvprdbresults/water12phone21screen59@767,amy,same,100
cup,cvprdbresults/water12phone21screen59@834,amy,more,0
cup,cvprdbresults/water12phone21screen59@834,amy,less,0
cup,cvprdbresults/water12phone21screen59@834,amy,same,100
cup,cvprdbresults/water12phone21screen59@971,amy,more,0
cup,cvprdbresults/water12phone21screen59@971,amy,less,100
cup,cvprdbresults/water12phone21screen59@971,amy,same,0
cup,cvprdbresults/water12phone21screen59@1108,amy,more,0
cup,cvprdbresults/water12phone21screen59@1108,amy,less,0
cup,cvprdbresults/water12phone21screen59@1108,amy,same,100
cup,cvprdbresults/water12phone21screen59@621,Dennis Morrow,more,0
cup,cvprdbresults/water12phone21screen59@621,Dennis Morrow,less,100
cup,cvprdbresults/water12phone21screen59@621,Dennis Morrow,same,0
cup,cvprdbresults/water12phone21screen59@767,Dennis Morrow,more,0
cup,cvprdbresults/water12phone21screen59@767,Dennis Morrow,less,0
cup,cvprdbresults/water12phone21screen59@767,Dennis Morrow,same,100
cup,cvprdbresults/water12phone21screen59@834,Dennis Morrow,more,0
cup,cvprdbresults/water12phone21screen59@834,Dennis Morrow,less,0
cup,cvprdbresults/water12phone21screen59@834,Dennis Morrow,same,100
cup,cvprdbresults/water12phone21screen59@971,Dennis Morrow,more,0
cup,cvprdbresults/water12phone21screen59@971,Dennis Morrow,less,100
cup,cvprdbresults/water12phone21screen59@971,Dennis Morrow,same,0
cup,cvprdbresults/water12phone21screen59@1108,Dennis Morrow,more,0
cup,cvprdbresults/water12phone21screen59@1108,Dennis Morrow,less,0
cup,cvprdbresults/water12phone21screen59@1108,Dennis Morrow,same,100
cup,cvprdbresults/water12phone21screen59@621,Arash,more,0
cup,cvprdbresults/water12phone21screen59@621,Arash,less,100
cup,cvprdbresults/water12phone21screen59@621,Arash,same,0
cup,cvprdbresults/water12phone21screen59@767,Arash,more,0
cup,cvprdbresults/water12phone21screen59@767,Arash,less,0
cup,cvprdbresults/water12phone21screen59@767,Arash,same,100
cup,cvprdbresults/water12phone21screen59@834,Arash,more,0
cup,cvprdbresults/water12phone21screen59@834,Arash,less,0
cup,cvprdbresults/water12phone21screen59@834,Arash,same,100
cup,cvprdbresults/water12phone21screen59@971,Arash,more,0
cup,cvprdbresults/water12phone21screen59@971,Arash,less,100
cup,cvprdbresults/water12phone21screen59@971,Arash,same,0
cup,cvprdbresults/water12phone21screen59@1108,Arash,more,0
cup,cvprdbresults/water12phone21screen59@1108,Arash,less,0
cup,cvprdbresults/water12phone21screen59@1108,Arash,same,100
cup,cvprdbresults/water12phone21screen59@621,MengMeng,more,0
cup,cvprdbresults/water12phone21screen59@621,MengMeng,less,100
cup,cvprdbresults/water12phone21screen59@621,MengMeng,same,0
cup,cvprdbresults/water12phone21screen59@767,MengMeng,more,0
cup,cvprdbresults/water12phone21screen59@767,MengMeng,less,0
cup,cvprdbresults/water12phone21screen59@767,MengMeng,same,100
cup,cvprdbresults/water12phone21screen59@834,MengMeng,more,0
cup,cvprdbresults/water12phone21screen59@834,MengMeng,less,0
cup,cvprdbresults/water12phone21screen59@834,MengMeng,same,100
cup,cvprdbresults/water12phone21screen59@971,MengMeng,more,0
cup,cvprdbresults/water12phone21screen59@971,MengMeng,less,100
cup,cvprdbresults/water12phone21screen59@971,MengMeng,same,0
cup,cvprdbresults/water12phone21screen59@1108,MengMeng,more,0
cup,cvprdbresults/water12phone21screen59@1108,MengMeng,less,0
cup,cvprdbresults/water12phone21screen59@1108,MengMeng,same,100
cup,cvprdbresults/water12phone21screen59@621,Barbara Morrow,more,0
cup,cvprdbresults/water12phone21screen59@621,Barbara Morrow,less,100
cup,cvprdbresults/water12phone21screen59@621,Barbara Morrow,same,0
cup,cvprdbresults/water12phone21screen59@767,Barbara Morrow,more,0
cup,cvprdbresults/water12phone21screen59@767,Barbara Morrow,less,0
cup,cvprdbresults/water12phone21screen59@767,Barbara Morrow,same,100
cup,cvprdbresults/water12phone21screen59@834,Barbara Morrow,more,0
cup,cvprdbresults/water12phone21screen59@834,Barbara Morrow,less,0
cup,cvprdbresults/water12phone21screen59@834,Barbara Morrow,same,100
cup,cvprdbresults/water12phone21screen59@971,Barbara Morrow,more,0
cup,cvprdbresults/water12phone21screen59@971,Barbara Morrow,less,100
cup,cvprdbresults/water12phone21screen59@971,Barbara Morrow,same,0
cup,cvprdbresults/water12phone21screen59@1108,Barbara Morrow,more,0
cup,cvprdbresults/water12phone21screen59@1108,Barbara Morrow,less,0
cup,cvprdbresults/water12phone21screen59@1108,Barbara Morrow,same,100
cup,cvprdbresults/water15screen64@1143,amy,more,0
cup,cvprdbresults/water15screen64@1143,amy,less,100
cup,cvprdbresults/water15screen64@1143,amy,same,0
cup,cvprdbresults/water15screen64@1143,maria pavlovskaia,more,0
cup,cvprdbresults/water15screen64@1143,maria pavlovskaia,less,100
cup,cvprdbresults/water15screen64@1143,maria pavlovskaia,same,0
cup,cvprdbresults/water15screen64@1143,Dennis Morrow,more,0
cup,cvprdbresults/water15screen64@1143,Dennis Morrow,less,100
cup,cvprdbresults/water15screen64@1143,Dennis Morrow,same,0
cup,cvprdbresults/water15screen64@1143,MengMeng,more,0
cup,cvprdbresults/water15screen64@1143,MengMeng,less,100
cup,cvprdbresults/water15screen64@1143,MengMeng,same,0
cup,cvprdbresults/water15screen64@1143,FengXu,more,0
cup,cvprdbresults/water15screen64@1143,FengXu,less,100
cup,cvprdbresults/water15screen64@1143,FengXu,same,0
cup,cvprdbresults/water15screen64@1143,Barbara Morrow,more,0
cup,cvprdbresults/water15screen64@1143,Barbara Morrow,less,100
cup,cvprdbresults/water15screen64@1143,Barbara Morrow,same,0
cup,cvprdbresults/water16screen66@2050,encatada,more,0
cup,cvprdbresults/water16screen66@2050,encatada,less,100
cup,cvprdbresults/water16screen66@2050,encatada,same,0
cup,cvprdbresults/water16screen66@2050,amy,more,0
cup,cvprdbresults/water16screen66@2050,amy,less,100
cup,cvprdbresults/water16screen66@2050,amy,same,0
cup,cvprdbresults/water16screen66@2050,Dennis Morrow,more,0
cup,cvprdbresults/water16screen66@2050,Dennis Morrow,less,100
cup,cvprdbresults/water16screen66@2050,Dennis Morrow,same,0
cup,cvprdbresults/water16screen66@2050,maria pavlovskaia,more,0
cup,cvprdbresults/water16screen66@2050,maria pavlovskaia,less,100
cup,cvprdbresults/water16screen66@2050,maria pavlovskaia,same,0
cup,cvprdbresults/water16screen66@2050,Arash,more,0
cup,cvprdbresults/water16screen66@2050,Arash,less,100
cup,cvprdbresults/water16screen66@2050,Arash,same,0
cup,cvprdbresults/water16screen66@2050,FengXu,more,0
cup,cvprdbresults/water16screen66@2050,FengXu,less,100
cup,cvprdbresults/water16screen66@2050,FengXu,same,0
